Takes 1.41555285454 seconds to evaluate 500 spectra with 5000 training values.

         7793609 function calls (7741824 primitive calls) in 64.609 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      806    0.003    0.000    0.014    0.000 transforms.py:2663(__init__)
      134    0.001    0.000    0.014    0.000 colors.py:378(to_rgba_array)
    88945    0.014    0.000    0.014    0.000 artist.py:724(get_animated)
     2348    0.005    0.000    0.014    0.000 lines.py:689(set_transform)
      102    0.001    0.000    0.014    0.000 _distn_infrastructure.py:623(_construct_argparser)
        1    0.000    0.000    0.014    0.014 texmanager.py:69(dvipng_hack_alpha)
        1    0.000    0.000    0.014    0.014 colorbar.py:367(update_ticks)
       84    0.001    0.000    0.014    0.000 axis.py:2038(_get_pixel_distance_along_axis)
        1    0.011    0.011    0.014    0.014 _base.py:1(<module>)
     4104    0.003    0.000    0.014    0.000 fromnumeric.py:1892(any)
      150    0.000    0.000    0.014    0.000 transforms.py:2705(get_transformed_path_and_affine)
      201    0.008    0.000    0.014    0.000 lapack.py:447(_compute_lwork)
    12088    0.011    0.000    0.014    0.000 _weakrefset.py:20(__enter__)
       25    0.000    0.000    0.013    0.001 collections.py:91(__init__)
     5062    0.004    0.000    0.013    0.000 artist.py:182(convert_xunits)
     2348    0.007    0.000    0.013    0.000 lines.py:981(set_linestyle)
    14157    0.013    0.000    0.013    0.000 weakref.py:55(remove)
       22    0.000    0.000    0.013    0.001 __init__.py:1086(rc_params_from_file)
     9723    0.007    0.000    0.013    0.000 numeric.py:484(asanyarray)
        8    0.000    0.000    0.013    0.002 axis.py:1587(set_ticks)
      768    0.001    0.000    0.013    0.000 markers.py:260(get_transform)
        1    0.006    0.006    0.013    0.013 transforms.py:30(<module>)
      594    0.005    0.000    0.013    0.000 axis.py:435(update_position)
       72    0.001    0.000    0.013    0.000 _base.py:2683(set_xbound)
        1    0.001    0.001    0.013    0.013 pyparsing.py:58(<module>)
     3142    0.013    0.000    0.013    0.000 cbook.py:754(is_numlike)
       39    0.001    0.000    0.013    0.000 _base.py:786(_update_transScale)
        1    0.001    0.001    0.012    0.012 baseconfig.py:1(<module>)
       85    0.001    0.000    0.012    0.000 _base.py:2716(set_xlim)
     4614    0.002    0.000    0.012    0.000 _methods.py:37(_any)
      435    0.002    0.000    0.012    0.000 text.py:895(get_prop_tup)
       19    0.000    0.000    0.012    0.001 _base.py:885(_gen_axes_spines)
       76    0.000    0.000    0.012    0.000 spines.py:453(linear_spine)
      109    0.000    0.000    0.012    0.000 sre_compile.py:552(_code)
    23697    0.012    0.000    0.012    0.000 {built-in method __new__ of type object at 0x7fade8c29da0}
    77756    0.012    0.000    0.012    0.000 path.py:221(vertices)
       11    0.001    0.000    0.011    0.001 artist.py:1183(pprint_setters)
      110    0.002    0.000    0.011    0.000 six.py:209(exec_)
        2    0.000    0.000    0.011    0.006 __init__.py:7(<module>)
     2348    0.004    0.000    0.011    0.000 lines.py:589(set_data)
      582    0.004    0.000    0.011    0.000 axis.py:572(update_position)
       54    0.000    0.000    0.011    0.000 pyplot.py:2480(<lambda>)
       25    0.000    0.000    0.011    0.000 cm.py:206(to_rgba)
       79    0.010    0.000    0.011    0.000 docstring.py:128(<lambda>)
        1    0.000    0.000    0.011    0.011 core.py:1(<module>)
     1524    0.003    0.000    0.011    0.000 lines.py:1242(_get_rgba_face)
      449    0.001    0.000    0.011    0.000 transforms.py:811(unit)
      226    0.000    0.000    0.011    0.000 getlimits.py:94(__new__)
     1924    0.005    0.000    0.011    0.000 text.py:237(update)
       22    0.002    0.000    0.011    0.000 __init__.py:1010(_rc_params_in_file)
        2    0.000    0.000    0.011    0.005 figure.py:1601(subplots_adjust)
     2348    0.007    0.000    0.011    0.000 lines.py:1365(set_dash_capstyle)
      294    0.002    0.000    0.011    0.000 shape_base.py:180(vstack)
     1627    0.010    0.000    0.011    0.000 font_manager.py:855(set_weight)
        1    0.000    0.000    0.010    0.010 core.py:132(load_base_library)
        1    0.000    0.000    0.010    0.010 core.py:164(read_style_directory)
        1    0.000    0.000    0.010    0.010 decomp_schur.py:1(<module>)
      553    0.006    0.000    0.010    0.000 dviread.py:370(_xxx)
     1333    0.005    0.000    0.010    0.000 numeric.py:2576(seterr)
        2    0.000    0.000    0.010    0.005 getlimits.py:127(_init)
 1097/720    0.006    0.000    0.010    0.000 units.py:125(get_converter)
      239    0.002    0.000    0.010    0.000 transforms.py:722(union)
       54    0.000    0.000    0.010    0.000 _base.py:804(set_position)
     1292    0.006    0.000    0.010    0.000 shape_base.py:61(atleast_2d)
    13255    0.010    0.000    0.010    0.000 {method 'update' of 'dict' objects}
        1    0.009    0.009    0.010    0.010 legend.py:23(<module>)
     6123    0.009    0.000    0.010    0.000 {numpy.core.multiarray.zeros}
     1778    0.007    0.000    0.010    0.000 font_manager.py:787(get_size_in_points)
    47337    0.010    0.000    0.010    0.000 {iter}
        1    0.000    0.000    0.010    0.010 inspect.py:25(<module>)
     1047    0.001    0.000    0.010    0.000 __init__.py:868(__setitem__)
      293    0.006    0.000    0.010    0.000 doccer.py:128(indentcount_lines)
     5066    0.003    0.000    0.010    0.000 artist.py:191(convert_yunits)
       12    0.000    0.000    0.010    0.001 backend_agg.py:478(get_renderer)
   107301    0.010    0.000    0.010    0.000 {method 'append' of 'list' objects}
       66    0.000    0.000    0.009    0.000 transforms.py:1035(set)
       39    0.000    0.000    0.009    0.000 transforms.py:1600(set)
       93    0.000    0.000    0.009    0.000 {map}
     2209    0.002    0.000    0.009    0.000 figure.py:54(_stale_figure_callback)
7794/7787    0.006    0.000    0.009    0.000 {method 'join' of 'str' objects}
        1    0.009    0.009    0.009    0.009 afm.py:34(<module>)
      201    0.000    0.000    0.009    0.000 lapack.py:405(get_lapack_funcs)
        1    0.001    0.001    0.009    0.009 least_angle.py:4(<module>)
       76    0.001    0.000    0.009    0.000 spines.py:44(__init__)
      201    0.002    0.000    0.009    0.000 blas.py:223(_get_funcs)
        3    0.000    0.000    0.009    0.003 _axes.py:5647(contourf)
        3    0.000    0.000    0.009    0.003 backend_qt5.py:421(closeEvent)
        1    0.000    0.000    0.009    0.009 _discrete_distns.py:5(<module>)
        1    0.000    0.000    0.009    0.009 __init__.py:351(checkdep_ghostscript)
  813/109    0.004    0.000    0.009    0.000 sre_compile.py:64(_compile)
       10    0.006    0.001    0.009    0.001 dviread.py:628(__init__)
3517/3043    0.001    0.000    0.008    0.000 {hash}
      171    0.000    0.000    0.008    0.000 text.py:282(_get_xy_display)
       42    0.001    0.000    0.008    0.000 axis.py:2089(_update_label_position)
     3108    0.008    0.000    0.008    0.000 core.py:3267(__setattr__)
       13    0.000    0.000    0.008    0.001 _distn_infrastructure.py:2641(__init__)
     1216    0.006    0.000    0.008    0.000 core.py:632(getdata)
      556    0.002    0.000    0.008    0.000 dviread.py:50(__init__)
      915    0.004    0.000    0.008    0.000 artist.py:900(update_from)
       56    0.000    0.000    0.008    0.000 transforms.py:1224(contains_branch_seperately)
       42    0.001    0.000    0.008    0.000 axis.py:1767(_update_label_position)
     2401    0.003    0.000    0.008    0.000 lines.py:576(axes)
      200    0.001    0.000    0.008    0.000 transforms.py:2150(inverted)
      201    0.002    0.000    0.008    0.000 _base.py:3224(format_coord)
     3027    0.008    0.000    0.008    0.000 {numpy.core.multiarray.concatenate}
      202    0.004    0.000    0.008    0.000 ticker.py:1403(bin_boundaries)
       11    0.000    0.000    0.008    0.001 six.py:89(__get__)
     6990    0.008    0.000    0.008    0.000 {method 'expandtabs' of 'str' objects}
       50    0.004    0.000    0.008    0.000 camb.py:656(get_total_cls)
        9    0.000    0.000    0.008    0.001 six.py:157(_resolve)
       11    0.000    0.000    0.008    0.001 six.py:78(_import_module)
       71    0.000    0.000    0.008    0.000 _base.py:2941(set_ybound)
        1    0.000    0.000    0.008    0.008 __init__.py:100(<module>)
        8    0.008    0.001    0.008    0.001 {method 'tostring_bgra' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       24    0.000    0.000    0.008    0.000 numeric.py:1835(array_str)
       24    0.000    0.000    0.008    0.000 arrayprint.py:340(array2string)
      366    0.002    0.000    0.008    0.000 text.py:315(update_from)
        1    0.001    0.001    0.008    0.008 __init__.py:108(<module>)
      124    0.001    0.000    0.008    0.000 ticker.py:1445(view_limits)
       56    0.000    0.000    0.007    0.000 transforms.py:1204(contains_branch)
      664    0.001    0.000    0.007    0.000 numeric.py:2967(__enter__)
    75227    0.007    0.000    0.007    0.000 path.py:273(should_simplify)
        1    0.001    0.001    0.007    0.007 urllib2.py:76(<module>)
       24    0.000    0.000    0.007    0.000 arrayprint.py:237(_array2string)
       25    0.001    0.000    0.007    0.000 colors.py:525(__call__)
        1    0.001    0.001    0.007    0.007 __init__.py:205(<module>)
    74496    0.007    0.000    0.007    0.000 path.py:235(codes)
        1    0.000    0.000    0.007    0.007 tokenize.py:23(<module>)
      435    0.002    0.000    0.007    0.000 font_manager.py:702(__hash__)
      201    0.001    0.000    0.007    0.000 validation.py:162(check_consistent_length)
      103    0.001    0.000    0.007    0.000 patches.py:73(__init__)
       83    0.001    0.000    0.007    0.000 _base.py:2974(set_ylim)
      466    0.002    0.000    0.007    0.000 transforms.py:1065(__init__)
      607    0.002    0.000    0.007    0.000 validation.py:128(_shape_repr)
    15623    0.007    0.000    0.007    0.000 {method 'strip' of 'str' objects}
        1    0.001    0.001    0.007    0.007 _distn_infrastructure.py:5(<module>)
       75    0.000    0.000    0.007    0.000 collections.py:701(update_scalarmappable)
      837    0.004    0.000    0.007    0.000 texmanager.py:234(get_font_config)
       11    0.002    0.000    0.007    0.001 artist.py:1100(_get_setters_and_targets)
    73429    0.007    0.000    0.007    0.000 path.py:254(simplify_threshold)
     1720    0.002    0.000    0.007    0.000 artist.py:889(set_zorder)
        8    0.007    0.001    0.007    0.001 {fromImage}
        3    0.000    0.000    0.007    0.002 backend_qt5.py:504(_widgetclosed)
        1    0.000    0.000    0.007    0.007 font_manager.py:959(pickle_load)
      608    0.006    0.000    0.007    0.000 cbook.py:1409(popall)
        3    0.000    0.000    0.007    0.002 _axes.py:5688(hist)
        1    0.007    0.007    0.007    0.007 {cPickle.load}
       37    0.000    0.000    0.007    0.000 collections.py:631(set_edgecolor)
     3057    0.004    0.000    0.007    0.000 text.py:1198(set_text)
      512    0.004    0.000    0.007    0.000 scale.py:122(transform_non_affine)
    21000    0.007    0.000    0.007    0.000 {range}
     4220    0.007    0.000    0.007    0.000 {method 'reshape' of 'numpy.ndarray' objects}
    10050    0.007    0.000    0.007    0.000 {hasattr}
        3    0.000    0.000    0.007    0.002 _pylab_helpers.py:49(destroy)
      912    0.001    0.000    0.007    0.000 transforms.py:2721(get_affine)
      881    0.002    0.000    0.007    0.000 inspect.py:804(getargspec)
      232    0.001    0.000    0.007    0.000 axis.py:1376(update_units)
        1    0.000    0.000    0.007    0.007 decorators.py:15(<module>)
     7000    0.007    0.000    0.007    0.000 {method 'splitlines' of 'str' objects}
    12088    0.007    0.000    0.007    0.000 _weakrefset.py:16(__init__)
     2348    0.004    0.000    0.006    0.000 lines.py:1326(set_dash_joinstyle)
     2003    0.003    0.000    0.006    0.000 abc.py:128(__instancecheck__)
     2348    0.004    0.000    0.006    0.000 lines.py:1379(set_solid_capstyle)
        1    0.001    0.001    0.006    0.006 __init__.py:228(<module>)
        1    0.002    0.002    0.006    0.006 utils.py:4(<module>)
       19    0.000    0.000    0.006    0.000 _base.py:574(set_figure)
      140    0.001    0.000    0.006    0.000 _base.py:859(_set_artist_props)
     2348    0.005    0.000    0.006    0.000 lines.py:1098(set_markerfacecolor)
      931    0.001    0.000    0.006    0.000 transforms.py:1769(inverted)
    38648    0.006    0.000    0.006    0.000 artist.py:224(axes)
     3536    0.004    0.000    0.006    0.000 lines.py:1133(set_xdata)
      353    0.001    0.000    0.006    0.000 backend_qt5.py:494(_show_message)
      350    0.005    0.000    0.006    0.000 ctypeslib.py:196(from_param)
        1    0.000    0.000    0.006    0.006 parser.py:29(<module>)
       50    0.002    0.000    0.006    0.000 camb.py:694(get_unlensed_total_cls)
      615    0.006    0.000    0.006    0.000 {method 'close' of 'file' objects}
6784/4801    0.005    0.000    0.006    0.000 transforms.py:2331(_get_is_affine)
      559    0.001    0.000    0.006    0.000 dviread.py:95(close)
    99458    0.006    0.000    0.006    0.000 {ord}
     1626    0.005    0.000    0.006    0.000 font_manager.py:874(set_stretch)
        1    0.001    0.001    0.006    0.006 mathtext.py:16(<module>)
     2348    0.004    0.000    0.006    0.000 lines.py:1339(set_solid_joinstyle)
        1    0.002    0.002    0.006    0.006 camb.py:1(<module>)
    24371    0.006    0.000    0.006    0.000 {method 'startswith' of 'unicode' objects}
        1    0.002    0.002    0.006    0.006 patches.py:3(<module>)
        6    0.000    0.000    0.006    0.001 backend_agg.py:318(clear)
        6    0.006    0.001    0.006    0.001 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      153    0.001    0.000    0.006    0.000 transforms.py:2244(blended_transform_factory)
      664    0.001    0.000    0.005    0.000 numeric.py:2972(__exit__)
        6    0.000    0.000    0.005    0.001 contour.py:1426(_process_args)
      239    0.001    0.000    0.005    0.000 transforms.py:2068(__init__)
       15    0.000    0.000    0.005    0.000 contour.py:1114(changed)
     1239    0.005    0.000    0.005    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       58    0.000    0.000    0.005    0.000 ticker.py:528(set_locs)
      201    0.001    0.000    0.005    0.000 blas.py:177(find_best_blas_type)
  288/281    0.002    0.000    0.005    0.000 transforms.py:1656(__eq__)
        1    0.001    0.001    0.005    0.005 httplib.py:67(<module>)
        1    0.003    0.003    0.005    0.005 lines.py:4(<module>)
     1037    0.001    0.000    0.005    0.000 {any}
      166    0.002    0.000    0.005    0.000 cbook.py:507(connect)
        1    0.000    0.000    0.005    0.005 mstats_basic.py:4(<module>)
      201    0.002    0.000    0.005    0.000 arraysetops.py:96(unique)
    13539    0.005    0.000    0.005    0.000 transforms.py:1831(get_matrix)
    18012    0.005    0.000    0.005    0.000 {method 'lower' of 'unicode' objects}
        1    0.000    0.000    0.005    0.005 backend_qt5.py:252(mousePressEvent)
       30    0.000    0.000    0.005    0.000 _subplots.py:109(update_params)
      488    0.001    0.000    0.005    0.000 axis.py:1435(convert_units)
     2077    0.002    0.000    0.005    0.000 backend_agg.py:294(points_to_pixels)
